Inspektions-ID;Videoname;Videozeitpunkt (h:min:sec);Meter ab Rohrbeginn;Schadenskürzel;Schadensbeschreibung;Rohrmaterial;Rohrprofil;Inspekteur-Name;Rohrhöhe (mm);Rohrbreite (mm);Kamera-Schwenkneigung (Grad);Kamera-Drehneigung (Grad);Videopfad;Videohash;Kmd-Pfad;image_path
26761;24R0010G.MPG;00:02:31;1.95;BABAA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\24R0010G.MPG;999889609;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\24R0010G.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\24R0010G.MPG.33575_DAMAGE.jpg
90352;F4Q4V_33920305.MPG;00:02:00;3.31;BABBB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A96 München - Lindau vom 16.08.-14.09.2016\Sichtversion 001\F4Q4V_33920305.MPG;4221388474;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A96 München - Lindau vom 16.08.-14.09.2016\Sichtversion 001\MESSDAT\A96_2016\F4Q4V_33920305.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4Q4V_33920305.MPG.4200_DAMAGE.jpg
108938;F4VR2_4771030D.MPG;00:03:10;18.95;BABBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Süd-Planken\A7, Ulm-Elchingen vom 09.06.2020\Sichtversion DVD 001\bin\F4VR2_4771030D.MPG;4058524614;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Süd-Planken\A7, Ulm-Elchingen vom 09.06.2020\Sichtversion DVD 001\bin\MESSDAT\Südplank\en_A7\F4VR2_4771030D.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4VR2_4771030D.MPG.4675_DAMAGE.jpg
106498;R130300010-R130300020-G.MPG;00:01:21;2.02;BABAA;;Beton;Kreisprofil;Gurschler;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Elektrizitätswerke Reutte AG\Reutte, AR09, AR10 vom 22.06.-29.06.2020\digitale Filme\R130300010-R130300020-G.MPG;3635905226;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\R130300010-R130300020-G.MPG.1950_DAMAGE.jpg
55600;F4127W37540310.MPG;00:01:50;1.02;BABBB;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\F4127W37540310.MPG;1907376047;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\MESSDAT\A96_2017\F4127W37540310.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4127W37540310.MPG.2675_DAMAGE.jpg
124571;F4XD6_31880605.MPG;00:02:07;0.7;BABBA;;Beton;Kreisprofil;Dorr/Espig;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Fa. Diringer & Scheidel\Kaufbeuren, nach Sanierung vom 11.12.2015-29.02.2016\Sichtversion 002\F4XD6_31880605.MPG;261626259;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Fa. Diringer & Scheidel\Kaufbeuren, nach Sanierung vom 11.12.2015-29.02.2016\Sichtversion 002\MESSDAT\Stadt_KF\B\F4XD6_31880605.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4XD6_31880605.MPG.32625_DAMAGE.jpg
87786;F215HI27000515.MPG;00:01:52;5.55;BABBA;;Beton;Kreisprofil;Dorr/Höhn;900;900;-103.0;286.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\Gemeinde Baienfurt\Baienfurt vom 06.10.2014-17.10.2014\Sichtversion 001\F215HI27000515.MPG;1632110090;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\Gemeinde Baienfurt\Baienfurt vom 06.10.2014-17.10.2014\Sichtversion 001\MESSDAT\Baienfur\t\F215HI27000515.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F215HI27000515.MPG.3525_DAMAGE.jpg
124058;F4160W32120316.MPG;00:02:23;1.63;BABBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Bayerische Bodenseegemeinden\Weißensberg vom 15.02.-21.03.2016\Sichtversion 001\F4160W32120316.MPG;1457349891;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Bayerische Bodenseegemeinden\Weißensberg vom 15.02.-21.03.2016\Sichtversion 001\MESSDAT\AwV-b-Bo\densee\F4160W32120316.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4160W32120316.MPG.3500_DAMAGE.jpg
37527;3M0005_3M0005_3M0006_U_12122017_124403.mpg;00:01:03;2.0;BABBA;;Beton;Kreisprofil;G. Rottmair;500;500;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Schemmerhofen\Altheim, diverse Strassen vom 11.12.2017-15.05.2018\Sichtversion 001\3M0005_3M0005_3M0006_U_12122017_124403.mpg;3856200145;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\3M0005_3M0005_3M0006_U_12122017_124403.mpg.3325_DAMAGE.jpg
4412;F4M1Y_45460201.MPG;00:03:04;1.05;BABBB;;Beton;Kreisprofil;Dorr/Sfar;200;200;222.0;173.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. R. Schulz Tiefbau GmbH\A 95, Schäftlarn vom 24.10.-29.10.2019\Sichtversion DVD 001\bin\F4M1Y_45460201.MPG;2648317853;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. R. Schulz Tiefbau GmbH\A 95, Schäftlarn vom 24.10.-29.10.2019\Sichtversion DVD 001\bin\MESSDAT\ABDSüdba\yern\F4M1Y_45460201.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4M1Y_45460201.MPG.2775_DAMAGE.jpg
4412;F4M1Y_45460201.MPG;00:03:04;1.05;BABBB;;Beton;Kreisprofil;Dorr/Sfar;200;200;222.0;173.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. R. Schulz Tiefbau GmbH\A 95, Schäftlarn vom 24.10.-29.10.2019\Sichtversion DVD 001\bin\F4M1Y_45460201.MPG;2648317853;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. R. Schulz Tiefbau GmbH\A 95, Schäftlarn vom 24.10.-29.10.2019\Sichtversion DVD 001\bin\MESSDAT\ABDSüdba\yern\F4M1Y_45460201.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4M1Y_45460201.MPG.4525_DAMAGE.jpg
53124;JW456_R080I.MPG;00:03:47;24.89;BABAA;;Beton;Kreisprofil;Dorr/BeGü;500;500;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\VG Buchloe\Jengen, Weicht vom 09.10.-30.10.2017\Sichtversion 001\JW456_R080I.MPG;4176523811;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\VG Buchloe\Jengen, Weicht vom 09.10.-30.10.2017\Sichtversion 001\MESSDAT\Weicht_2\017\JW456_R080I.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\JW456_R080I.MPG.5600_DAMAGE.jpg
23784;F4THU_45970F07.MPG;00:00:29;3.14;BABAA;;Beton;Kreisprofil;Dorr/Pane;500;500;-99.0;70.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadtwerke Weilheim i.OB KU\Weilheim, Kanalstraße vom 19.12.2019-27.03.2020\Sichtversion DVD 001\bin\F4THU_45970F07.MPG;3941899677;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadtwerke Weilheim i.OB KU\Weilheim, Kanalstraße vom 19.12.2019-27.03.2020\Sichtversion DVD 001\bin\MESSDAT\Weilheim\19\F4THU_45970F07.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4THU_45970F07.MPG.650_DAMAGE.jpg
35879;F4M6D_41140300.MPG;00:02:37;24.15;BABAA;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Fa. VCK Logistik SCS Projects GmbH\Remnatsried, RW-Ortskanal vom 23.08.-24.08.2018\Sichtversion DVD 001\F4M6D_41140300.MPG;784600084;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Fa. VCK Logistik SCS Projects GmbH\Remnatsried, RW-Ortskanal vom 23.08.-24.08.2018\Sichtversion DVD 001\MESSDAT\Remnatsr\ied2018\F4M6D_41140300.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4M6D_41140300.MPG.3850_DAMAGE.jpg
48393;A08Q185.398_A08Q185.447_U_18102018_122843.mpg;00:02:38;29.83;BABBA;;Beton;Kreisprofil;G. Rottmair;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Regierungspräsidium Stuttgart\A8 Karlsruhe - München, AS 54 - 56 vom 02.07.-26.10.2018\Sichtversion 001\A08Q185.398_A08Q185.447_U_18102018_122843.mpg;730152260;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\A08Q185.398_A08Q185.447_U_18102018_122843.mpg.4200_DAMAGE.jpg
78253;63E1I27052019.MPG;00:05:42;26.3;BABAA;;Beton;Kreisprofil;Gurschler;600;600;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\digitale Filme\63E1I27052019.MPG;2899415434;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg2019\63E1I27052019.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\63E1I27052019.MPG.8475_DAMAGE.jpg
4298;A095015M055K_A095015M050K_U_12092019_120640.mpg;00:01:14;6.61;BABAA;;Beton;Kreisprofil;G. Rottmair;400;400;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. R. Schulz Tiefbau GmbH\A 95, München-Garmisch vom 10.09.-13.09.2019\Sichtversion 001\bin\A095015M055K_A095015M050K_U_12092019_120640.mpg;2754527917;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\A095015M055K_A095015M050K_U_12092019_120640.mpg.23975_DAMAGE.jpg
48531;F41Y9_40710304.MPG;00:01:51;14.09;BABBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Regierungspräsidium Stuttgart\A8 Karlsruhe - München, AS 54 - 56 vom 02.07.-26.10.2018\Sichtversion 001\F41Y9_40710304.MPG;1588427508;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Regierungspräsidium Stuttgart\A8 Karlsruhe - München, AS 54 - 56 vom 02.07.-26.10.2018\Sichtversion 001\MESSDAT\BWA8\F41Y9_40710304.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F41Y9_40710304.MPG.2700_DAMAGE.jpg
78178;3252E1G03062019.MPG;00:00:47;0.34;BABBB;;Beton;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\digitale Filme\3252E1G03062019.MPG;4064074127;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg2019\3252E1G03062019.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\3252E1G03062019.MPG.14225_DAMAGE.jpg
5085;F4Q0R_45840302.MPG;00:03:25;16.99;BABBA;;Beton;Kreisprofil;Dorr/BeGü;500;500;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Südplanken\A7, Nersingen, Lonetal vom 02.12.-18.12.2019\Sichtversion 001\bin\F4Q0R_45840302.MPG;1852450012;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Südplanken\A7, Nersingen, Lonetal vom 02.12.-18.12.2019\Sichtversion 001\bin\MESSDAT\Suedplan\ken2\F4Q0R_45840302.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4Q0R_45840302.MPG.6200_DAMAGE.jpg
87780;F217022700051B.MPG;00:01:12;4.07;BABAA;;Beton;Kreisprofil;Dorr/Höhn;1000;1000;-80.0;301.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\Gemeinde Baienfurt\Baienfurt vom 06.10.2014-17.10.2014\Sichtversion 001\F217022700051B.MPG;3705774466;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\Gemeinde Baienfurt\Baienfurt vom 06.10.2014-17.10.2014\Sichtversion 001\MESSDAT\Baienfur\t\F217022700051B.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F217022700051B.MPG.1725_DAMAGE.jpg
105696;F4YFR_4778030D.MPG;00:01:23;0.96;BBAB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\F4YFR_4778030D.MPG;4232415331;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Biomassehof Allgäu eG\Biomassehof Kempten, Riederau 1 vom15.06.-18.06.2020\Sichtversion 001\bin\MESSDAT\Biomasse\hof_KE\F4YFR_4778030D.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4YFR_4778030D.MPG.6100_DAMAGE.jpg
5338;F4YD1_4489020B.MPG;00:02:54;0.5;BABBA;;Beton;Kreisprofil;DORR/FAZIO;1000;1000;88.0;338.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeinde Durach\Durach, Bahnhofstr. vom 02.09.-03.09.2019\Sichtversion 001\bin\F4YD1_4489020B.MPG;689679158;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeinde Durach\Durach, Bahnhofstr. vom 02.09.-03.09.2019\Sichtversion 001\bin\MESSDAT\Durach20\19\F4YD1_4489020B.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4YD1_4489020B.MPG.7575_DAMAGE.jpg
82888;60R3325G.mpg;00:00:45;0.0;BABBC;;Beton;Kreisprofil;G. Rottmair;500;500;;;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Bernried vom 19.12.2016-02.06.2017\Bernried RW-Kanal vom 19.12.2016-03.05.2017\Sichtversion 001\60R3325G.mpg;3791371334;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\60R3325G.mpg.1050_DAMAGE.jpg
48440;A08P182.2721_A08P182.293_U_17102018_091615.mpg;00:01:25;12.21;BABBA;;Beton;Kreisprofil;G. Rottmair;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Regierungspräsidium Stuttgart\A8 Karlsruhe - München, AS 54 - 56 vom 02.07.-26.10.2018\Sichtversion 001\A08P182.2721_A08P182.293_U_17102018_091615.mpg;2594942091;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\A08P182.2721_A08P182.293_U_17102018_091615.mpg.2050_DAMAGE.jpg
55858;T2220G.MPG;00:01:02;0.13;BABBB;;Beton;Kreisprofil;Espig/Spaiu;500;500;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\T2220G.MPG;3656552886;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\T2220G.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\T2220G.MPG.14900_DAMAGE.jpg
94284;F4P9P_32440808.MPG;00:07:09;13.44;BABBA;;Beton;Kreisprofil;Dorr/Alker;1000;1000;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Mittelbiberach\Mittelbiberach vom 07.03.-01.05.2016\Sichtversion 001\F4P9P_32440808.MPG;3349279184;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4P9P_32440808.MPG.5925_DAMAGE.jpg
123948;F4OY5_32180300.MPG;00:00:53;0.15;BABBB;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Bayerische Bodenseegemeinden\Weißensberg vom 15.02.-21.03.2016\Sichtversion 001\F4OY5_32180300.MPG;1318027648;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Bayerische Bodenseegemeinden\Weißensberg vom 15.02.-21.03.2016\Sichtversion 001\MESSDAT\AwV-b-Bo\densee\F4OY5_32180300.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F4OY5_32180300.MPG.1250_DAMAGE.jpg
4948;209u_210u_D_17122019_090725.mpg;00:02:43;33.4;BABBB;;Beton;Kreisprofil;G. Rottmair;500;500;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Südplanken\A7, Nersingen, Lonetal vom 02.12.-18.12.2019\Sichtversion 001\bin\209u_210u_D_17122019_090725.mpg;2832581923;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\209u_210u_D_17122019_090725.mpg.4000_DAMAGE.jpg
65778;R02271G.MPG;00:05:03;24.4;BABBA;;Beton;Kreisprofil;Gurschler;400;400;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Hoyren & Reutin vom 27.02.-13.03.2019\Daten\Lindenhofweg, Degelsteinweg SW + RW vom 27.02.-11.03.2019\Haltungen\R02271G.MPG;4164306905;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Hoyren & Reutin vom 27.02.-13.03.2019\Daten\Lindenhofweg, Degelsteinweg SW + RW vom 27.02.-11.03.2019\Sichtversion ohne Filme\MESSDAT\GTL2019\R02271G.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\R02271G.MPG.7500_DAMAGE.jpg
55584;F410C93755030E.MPG;00:01:43;1.77;BABBB;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\F410C93755030E.MPG;1077687063;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\MESSDAT\A96_2017\F410C93755030E.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\F410C93755030E.MPG.2500_DAMAGE.jpg
34620;A095M58.135_A095M58.140_D_29082018_165319.mpg;00:01:38;15.85;BABBB;;Beton;Kreisprofil;G. Rottmair;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Fa. Kutter GmbH & Co. KG\A95 Sindelsdorf, Richtung Garmisch vom 27.08.-03.09.2018\Sichtversion 001\A095M58.135_A095M58.140_D_29082018_165319.mpg;178364405;;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\A095M58.135_A095M58.140_D_29082018_165319.mpg.2375_DAMAGE.jpg
22030;442E2G19082019.MPG;00:00:47;0.23;BABBB;;Beton;Kreisprofil;Gurschler;250;250;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\digitale Filme\442E2G19082019.MPG;534193744;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg19_2\442E2G19082019.kmd;\\192.168.200.5\Buero\Projekte\Automatic damage detection\psiori\Datensatz_1_Anschluesse_Risse_Wurzeln\Annotationen_Full\raw\bounding_boxes\known dataset-3\Boxes\Cracks\images\annotated_1798_imgs\agg_bbxs_1798_imgs\442E2G19082019.MPG.6650_DAMAGE.jpg
